241	3.7166066
242	3.7132649
243	3.7389240
244	3.7350187
245	3.7447317
246	3.7719746
247	3.7809677
248	3.8633947
249	3.8307250
250	3.8586643
251	3.8170371
252	3.8149838
253	3.8161893
254	3.8296752
255	3.8350224
256	3.8377399
257	3.8026524
258	3.8054693
259	3.8280830
260	3.8564279
261	3.8932457
262	3.8985839
263	3.9321451
264	3.9015014
265	3.9059479
266	3.9144721
267	3.9381101
268	3.9967871
269	3.9986074
270	4.0044050
271	4.0186715
272	3.9770479
273	3.9768877
274	3.9845068
275	4.0160418
276	4.0642943
277	4.1117902
278	4.1216755
279	4.1572728
280	4.1304069
281	4.0750651
282	4.0646472
283	4.0756145
284	4.1004057
285	4.1170635
286	4.1367388
287	4.1849060
288	4.2001209
289	4.1948709
290	4.2262001
291	4.2359657
292	4.2437296
293	4.2861781
294	4.3566723
295	4.3665690
296	4.3652630
297	4.3848901
298	4.4190769
299	4.3897266
300	4.3722830
301	4.3763409
302	4.3828073
303	4.4239116
304	4.4045348
305	4.4104767
306	4.4459634
307	4.4404068
308	4.4480076
309	4.4755483
310	4.4808035
311	4.5179090
312	4.5349278
313	4.5588717
314	4.5806961
315	4.5964079
316	4.5337305
317	4.5643477
318	4.5751824
319	4.5672741
320	4.5773897
321	4.5766382
322	4.5915747
323	4.6819639
324	4.6948314
325	4.7278399
326	4.7035594
327	4.6954970
328	4.7010331
329	4.7200933
330	4.7007670
331	4.7026267
332	4.6857071
333	4.6920700
334	4.6759109
335	4.6918116
336	4.7303276
337	4.7661095
338	4.7352347
339	4.7124758
340	4.7378936
341	4.7553225
342	4.7347593
343	4.7324438
344	4.7914767
345	4.7978239
346	4.7987318
347	4.8478417
348	4.8624878
349	4.8468246
350	4.9162631
351	4.8827734
352	4.8708072
353	4.9043088
354	4.9520135
355	4.9878979
356	5.0178771
357	5.0200973
358	5.0442762
359	5.0717916
360	5.0980320
361	5.1112337
362	5.1260657
363	5.1532736
364	5.1891580
365	5.2020798
366	5.2122808
367	5.1844983
368	5.1718073
369	5.1834512
370	5.2015872
371	5.2282462
372	5.2457271
373	5.2286744
374	5.2242279
375	5.2789230
376	5.3063912
377	5.2802787
378	5.2719154
379	5.2904735
380	5.3046026
381	5.3010659
382	5.3136292
383	5.3092480
384	5.3142290
385	5.2918143
386	5.3200974
387	5.3361802
388	5.3453341
389	5.3375130
390	5.3320842
391	5.3062868
392	5.3462691
393	5.3443909
394	5.3554182
395	5.3816891
396	5.4212170
397	5.4257774
398	5.4582744
399	5.4580560
400	5.4443388
401	5.4373913
402	5.4551392
403	5.4421892
404	5.4603033
405	5.5032134
406	5.5080357
407	5.5437493
408	5.5661979
409	5.5778823
410	5.5935507
411	5.6168547
412	5.6659966
413	5.7060070
414	5.7102880
415	5.7061443
416	5.6642466
417	5.6895919
418	5.7061019
419	5.7271938
420	5.7122073
421	5.7305846
422	5.7354975
423	5.7691956
424	5.7687287
425	5.7719941
426	5.7636466
427	5.7538376
428	5.7476931
429	5.7174907
430	5.7260871
431	5.7743154
432	5.8110981
433	5.8054476
434	5.7975011
435	5.8011694
436	5.8093944
437	5.8205667
438	5.8302245
439	5.8374910
440	5.8390698
441	5.8295250
442	5.8557520
443	5.8583846
444	5.8704386
445	5.9028172
446	5.9028463
447	5.9093618
448	5.8945723
449	5.9046907
450	5.9182200
451	5.9371524
452	5.9914236
453	5.9371128
454	5.9467568
455	5.9491801
456	5.9539123
457	5.9832582
458	5.9978199
459	6.0280418
460	6.0524449
461	6.0729756
462	6.0893016
463	6.0951657
464	6.1072855
465	6.0930510
466	6.0687518
467	6.0562034
468	6.0825949
469	6.0893941
470	6.0989685
471	6.0771194
472	6.0898523
473	6.0607095
474	6.0796065
475	6.0332222
476	6.0128770
477	6.0108471
478	6.0601945
479	6.1014633
480	6.0984311
481	6.1061668
482	6.1055279
483	6.0944242
484	6.0960965
485	6.1087890
486	6.0911789
487	6.1146383
488	6.1115346
489	6.0986686
490	6.0971284
491	6.1143537
492	6.1020441
493	6.1075687
494	6.1076279
495	6.1373520
496	6.1321149
497	6.1196723
498	6.1320348
499	6.1302934
500	6.1269403
