Team ID , Team  , Region , Country , Track , Section , Size , Status , Year
3593,GreatBay_SCIE,Asia,China,High School,High_school,12,Accepted,2020
3596,GreatBay_SZ,Asia,China,High School,High_school,11,Accepted,2020
3463,Grenoble_Alpes,Europe,France,,IGEM,16,Accepted,2020
3507,Groningen,Europe,Netherlands,,IGEM,12,Accepted,2020
3659,GunnVistaPingry_US,North America,United States,High School,High_school,7,Accepted,2020
3618,GW_DC,North America,United States,Environment(P),IGEM,9,Accepted,2020
3595,GZ_HFI,Asia,China,High School,High_school,8,Accepted,2020
3622,Hainan_China,Asia,China,High School,High_school,14,Accepted,2020
3362,Hamburg,Europe,Germany,,IGEM,29,Accepted,2020
3338,Hannover,Europe,Germany,,IGEM,18,Accepted,2020
3677,Harvard,North America,United States,,IGEM,8,Accepted,2020
3657,Heidelberg,Europe,Germany,,IGEM,14,Accepted,2020
3581,HKUST,Asia,Hong Kong,,IGEM,28,Accepted,2020
3382,HK_CPU-WFN-WYY,Asia,Hong Kong,High School,High_school,20,Accepted,2020
3414,HK_HCY,Asia,Hong Kong,High School,High_school,19,Accepted,2020
3561,HK_SSC,Asia,Hong Kong,High School,High_school,18,Accepted,2020
3511,Hong_Kong_CityU,Asia,Hong Kong,Environment(P),IGEM,12,Accepted,2020
3644,Hong_Kong_HKU,Asia,Hong Kong,Foundational Advance(P),IGEM,25,Accepted,2020
3378,HZAU-China,Asia,China,,IGEM,5,Accepted,2020
3535,HZNFHS_Hangzhou,Asia,China,High School,High_school,3,Accepted,2020
3420,iBowu-China,Asia,China,High School,High_school,22,Accepted,2020
3461,ICS_BKK,Asia,Thailand,High School,High_school,9,Accepted,2020
3582,IISER-Pune-India,Asia,India,Therapeutics(P),IGEM,22,Accepted,2020
3519,IISER-Tirupati_India,Asia,India,Environment(P),IGEM,15,Accepted,2020
3646,IISER_Berhampur,Asia,India,,IGEM,1,Accepted,2020
3450,IISER_Bhopal,Asia,India,,IGEM,1,Pending,2020
3401,IISER_Mohali,Asia,India,,IGEM,1,Pending,2020
3564,IIT_Roorkee,Asia,India,Therapeutics(P),IGEM,14,Accepted,2020
3559,Imperial_College,Europe,United Kingdom,Software(P),IGEM,14,Accepted,2020
3409,Ionis_Paris,Europe,France,Therapeutics(P),IGEM,16,Accepted,2020
3665,JACOXH_China,Asia,China,High School,High_school,17,Accepted,2020
3402,Jiangnan_China,Asia,China,,IGEM,1,Accepted,2020
3447,Jilin_China,Asia,China,Open(P),IGEM,23,Accepted,2020
3605,JNFLS,Asia,China,High School,High_school,13,Accepted,2020
3685,KAIT_Japan,Asia,Japan,,IGEM,2,Accepted,2020
3635,KCL_UK,Europe,United Kingdom,Therapeutics(P),IGEM,21,Accepted,2020
3478,KEYSTONE,Asia,China,High School,High_school,10,Accepted,2020
3592,KEYSTONE_A,Asia,China,High School,High_school,10,Accepted,2020
3643,Korea-SIS,Asia,"Korea, Republic Of",High School,High_school,11,Accepted,2020
3573,Korea_HS,Asia,"Korea, Republic Of",High School,High_school,14,Accepted,2020
3654,KSA_KOREA,Asia,"Korea, Republic Of",High School,High_school,16,Accepted,2020
3421,KUAS_Korea,Asia,"Korea, Republic Of",,IGEM,11,Accepted,2020
3433,KU_ISTANBUL,Europe,Turkey,,IGEM,10,Accepted,2020
3411,Lambert_GA,North America,United States,High School,High_school,18,Accepted,2020
3343,Leiden,Europe,Netherlands,Diagnostics(P),IGEM,20,Accepted,2020
3624,Lethbridge,North America,Canada,,IGEM,18,Accepted,2020
3349,Lethbridge_HS,North America,Canada,High School,High_school,11,Accepted,2020
3647,Linkoping,Europe,Sweden,Software(P),IGEM,16,Accepted,2020
3552,LINKS_China,Asia,China,High School,High_school,17,Accepted,2020
3668,Lubbock_TTU,North America,United States,Environment(P),IGEM,5,Accepted,2020
3619,Lund,Europe,Sweden,,IGEM,11,Accepted,2020
3340,Manchester,Europe,United Kingdom,,IGEM,10,Accepted,2020
3359,MichiganState,North America,United States,,IGEM,11,Accepted,2020
3376,Mingdao,Asia,Taiwan,High School,High_school,24,Accepted,2020
3621,MIT,North America,United States,,IGEM,14,Accepted,2020
3470,MIT_MAHE,Asia,India,Therapeutics(P),IGEM,13,Accepted,2020
3700,Montpellier,Europe,France,,IGEM,10,Accepted,2020
3636,Moscow,Europe,Russian Federation,Diagnostics(P),IGEM,18,Accepted,2020
3565,Moscow-Russia,Europe,Russian Federation,Diagnostics(P),IGEM,10,Accepted,2020
3587,MRIIRS_FARIDABAD,Asia,India,,IGEM,1,Pending,2020
3476,MSP-Maastricht,Europe,Netherlands,Environment(P),IGEM,14,Accepted,2020
3341,Nanjing-China,Asia,China,,IGEM,25,Accepted,2020
3524,Nanjing_high_school,Asia,China,High School,High_school,1,Accepted,2020
3492,Nanjing_NFLS,Asia,China,High School,High_school,11,Accepted,2020
3518,Nantes,Europe,France,,IGEM,21,Accepted,2020
3408,NAU-CHINA,Asia,China,,IGEM,25,Accepted,2020
3490,NCKU_Tainan,Asia,Taiwan,,IGEM,26,Accepted,2020
3370,NCTU_Formosa,Asia,Taiwan,Foundational Advance(P),IGEM,10,Accepted,2020
3350,NEFU_China,Asia,China,New Application(P),IGEM,38,Accepted,2020
3611,NEU_CHINA,Asia,China,,IGEM,2,Accepted,2020
3513,NFLS,Asia,China,High School,High_school,2,Accepted,2020
3631,NJMU-China,Asia,China,Diagnostics(P),IGEM,24,Accepted,2020
3384,NJTech_China,Asia,China,Foundational Advance(P),IGEM,28,Accepted,2020
3335,NJU-China,Asia,China,Therapeutics(P),IGEM,22,Accepted,2020
3522,NOFLS_YZ,Asia,China,High School,High_school,1,Accepted,2020
3356,Nottingham,Europe,United Kingdom,Therapeutics(P),IGEM,16,Accepted,2020
3675,NOVA_LxPortugal,Europe,Portugal,,IGEM,17,Accepted,2020
3486,NTHU_Taiwan,Asia,Taiwan,,IGEM,14,Accepted,2020
3396,NUDT_CHINA,Asia,China,,IGEM,2,Accepted,2020
3351,NWU-CHINA-A,Asia,China,,IGEM,16,Accepted,2020
3388,NWU-CHINA-B,Asia,China,,IGEM,19,Accepted,2020
3691,NYC Earthians,North America,United States,High School,High_school,1,Pending,2020
3682,NYMU-Taipei,Asia,Taiwan,,IGEM,18,Accepted,2020
3658,NYU_Abu_Dhabi,Asia,United Arab Emirates,Diagnostics(P),IGEM,4,Accepted,2020
3412,OhioState,North America,United States,,IGEM,14,Accepted,2020
3696,OSA,Asia,China,High School,High_school,1,Pending,2020
3328,OUC-China,Asia,China,Information Processing(P),IGEM,16,Accepted,2020
3579,Paris_Bettencourt,Europe,France,,IGEM,10,Accepted,2020
3464,Patras,Europe,Greece,,IGEM,17,Accepted,2020
3645,Peking,Asia,China,,IGEM,17,Accepted,2020
3666,Pittsburgh,North America,United States,,IGEM,9,Accepted,2020
3642,PSGTECH_COIMBATORE,Asia,India,Diagnostics(P),IGEM,1,Pending,2020
3503,PuiChing_Macau,Asia,Macao,High School,High_school,4,Accepted,2020
3439,Purdue,North America,United States,Diagnostics(P),IGEM,18,Accepted,2020
3683,PYMS_GZ_China,Asia,China,High School,High_school,6,Accepted,2020
3430,Qdai,Asia,Japan,Environment(P),IGEM,11,Accepted,2020
3457,QHFZ-China,Asia,China,High School,High_school,24,Accepted,2020
3515,Queens_Canada,North America,Canada,,IGEM,11,Accepted,2020
3395,RDFZ-China,Asia,China,High School,High_school,28,Accepted,2020
3366,REC-CHENNAI,Asia,India,,IGEM,1,Pending,2020
3614,ROADS_SY,Asia,China,High School,High_school,3,Accepted,2020
3346,Rochester,North America,United States,Diagnostics(P),IGEM,17,Accepted,2020
3670,RUM-UPRM,Latin America,United States,,IGEM,8,Accepted,2020
3544,SCU-China,Asia,China,,IGEM,14,Accepted,2020
3672,SCU-WestChina,Asia,China,,IGEM,1,Accepted,2020
3333,SCUT_China,Asia,China,Therapeutics(P),IGEM,19,Accepted,2020
3616,SDSZ_China,Asia,China,High School,High_school,1,Accepted,2020
3602,SDU-Denmark,Europe,Denmark,,IGEM,23,Accepted,2020
3684,SEHS-China,Asia,China,High School,High_school,14,Accepted,2020
3454,ShanghaiTech_China,Asia,China,Therapeutics(P),IGEM,19,Accepted,2020
3526,Shanghai_city,Asia,China,High School,High_school,1,Accepted,2020
3525,Shanghai_high_school,Asia,China,High School,High_school,1,Accepted,2020
3527,Shanghai_HS,Asia,China,High School,High_school,1,Accepted,2020
3585,Shanghai_HS_United,Asia,China,High School,High_school,1,Accepted,2020
3633,Shanghai_SFLS_SPBS,Asia,China,High School,High_school,16,Accepted,2020
3584,Shanghai_United,Asia,China,High School,High_school,1,Accepted,2020
3594,SHSBNU_China,Asia,China,High School,High_school,20,Accepted,2020
3521,SHSID,Asia,China,High School,High_school,1,Accepted,2020
3365,SJTU-BioX-Shanghai,Asia,China,New Application(P),IGEM,22,Accepted,2020
3460,SJTU-software,Asia,China,Software(P),IGEM,20,Accepted,2020
3497,SMMU-China,Asia,China,,IGEM,6,Accepted,2020
3628,SMS_Shenzhen,Asia,China,High School,High_school,9,Accepted,2020
3373,Sorbonne_U_Paris,Europe,France,,IGEM,18,Accepted,2020
3697,Stanford,North America,United States,Diagnostics(P),IGEM,10,Accepted,2020
3440,Stockholm,Europe,Sweden,Environment(P),IGEM,15,Accepted,2020
3428,Stony_Brook,North America,United States,,IGEM,23,Accepted,2020
3379,Stuttgart,Europe,Germany,Environment(P),IGEM,23,Accepted,2020
3634,St_Andrews,Europe,United States,Environment(P),IGEM,13,Accepted,2020
3389,SUNY_Oneonta,North America,United States,,IGEM,11,Accepted,2020
3423,SUSTech_Shenzhen,Asia,China,Environment(P),IGEM,13,Accepted,2020
3502,SYSU-CHINA,Asia,China,Foundational Advance(P),IGEM,17,Accepted,2020
3575,SYSU-Software,Asia,China,,IGEM,22,Accepted,2020
3686,SZ-SHD,Asia,China,High School,High_school,9,Accepted,2020
3487,SZPT-CHINA,Asia,China,Diagnostics(P),IGEM,24,Accepted,2020
3360,SZU-China,Asia,China,,IGEM,13,Accepted,2020
3352,TAS_Taipei,Asia,Taiwan,High School,High_school,13,Accepted,2020
3413,TAU_Israel,Asia,Israel,Foundational Advance(P),IGEM,15,Accepted,2020
3653,Technion-Israel,Asia,Israel,,IGEM,20,Accepted,2020
3505,Thessaly,Europe,Greece,Food & Nutrition(P),IGEM,15,Accepted,2020
3468,TJUSLS_China,Asia,China,,IGEM,22,Accepted,2020
3475,Tongji_China,Asia,China,Diagnostics(P),IGEM,17,Accepted,2020
3483,Tongji_Software,Asia,China,Software(P),IGEM,21,Accepted,2020
3570,Toulouse_INSA-UPS,Europe,France,,IGEM,22,Accepted,2020
3599,TPR_China,Asia,China,High School,High_school,19,Accepted,2020
3369,Tsinghua,Asia,China,,IGEM,23,Accepted,2020
3374,Tsinghua-A,Asia,China,Information Processing(P),IGEM,9,Accepted,2020
3407,TUDelft,Europe,Netherlands,,IGEM,19,Accepted,2020
3510,Tuebingen,Europe,Germany,,IGEM,21,Accepted,2020
3429,TU_Darmstadt,Europe,Germany,Environment(P),IGEM,29,Accepted,2020
3589,TU_Kaiserslautern,Europe,Germany,Environment(P),IGEM,17,Accepted,2020
3392,UCAS-China,Asia,China,,IGEM,1,Accepted,2020
3436,UChicago,North America,United States,Environment(P),IGEM,7,Accepted,2020
3601,UCL,Europe,United Kingdom,Environment(P),IGEM,14,Accepted,2020
3617,UCopenhagen,Europe,Denmark,,IGEM,15,Accepted,2020
3426,UCSC,North America,United States,,IGEM,15,Accepted,2020
3669,UC_Davis,North America,United States,,IGEM,8,Accepted,2020
3613,UC_San_Diego,North America,United States,,IGEM,2,Accepted,2020
3404,UESTC-Software,Asia,China,,IGEM,14,Accepted,2020
3424,UFlorida,North America,United States,,IGEM,18,Accepted,2020
3701,UGent2_Belgium,Europe,Belgium,Food & Nutrition(P),IGEM,4,Accepted,2020
3687,UGent_Belgium,Europe,Belgium,,IGEM,9,Accepted,2020
3353,UiOslo_Norway,Europe,Norway,Diagnostics(P),IGEM,9,Accepted,2020
3627,UIUC_Illinois,North America,United States,,IGEM,7,Accepted,2020
3493,ULaval,North America,Canada,Food & Nutrition(P),IGEM,17,Accepted,2020
3679,UMaryland,North America,United States,,IGEM,14,Accepted,2020
3630,UM_Macau,Asia,Macao,,IGEM,16,Accepted,2020
3482,UNILausanne,Europe,Switzerland,Therapeutics(P),IGEM,21,Accepted,2020
3695,UniMelb,Asia,Australia,Therapeutics(P),IGEM,1,Pending,2020
3558,UNSW_Australia,Asia,Australia,Environment(P),IGEM,17,Accepted,2020
3425,UofUppsala,Europe,Sweden,,IGEM,28,Accepted,2020
3612,UPCH_Peru,Latin America,Peru,,IGEM,13,Accepted,2020
3484,UPF_Barcelona,Europe,Spain,,IGEM,14,Accepted,2020
3347,USAFA,North America,United States,Environment(P),IGEM,19,Accepted,2020
3336,USTC-Software,Asia,China,,IGEM,16,Accepted,2020
3339,UTTyler,North America,United States,,IGEM,7,Accepted,2020
3443,UUlm,Europe,Germany,Environment(P),IGEM,17,Accepted,2020
3610,UZurich,Europe,Switzerland,,IGEM,13,Accepted,2020
3416,Vilnius-Lithuania,Europe,Lithuania,,IGEM,16,Accepted,2020
3615,Virginia,North America,United States,,IGEM,13,Accepted,2020
3438,VIT_Vellore,Asia,India,,IGEM,1,Pending,2020
3625,Warwick,Europe,United Kingdom,Diagnostics(P),IGEM,15,Accepted,2020
3580,Waseda,Asia,Japan,,IGEM,6,Accepted,2020
3381,Waterloo,North America,Canada,Manufacturing(P),IGEM,38,Accepted,2020
3562,WHU-China,Asia,China,Therapeutics(P),IGEM,19,Accepted,2020
3517,William_and_Mary,North America,United States,Therapeutics(P),IGEM,13,Accepted,2020
3578,Worldshaper-Nanjing,Asia,China,High School,High_school,26,Accepted,2020
3577,Worldshaper-Shanghai,Asia,China,High School,High_school,17,Accepted,2020
3638,Worldshaper-Wuhan,Asia,China,High School,High_school,24,Accepted,2020
3568,XH-China,Asia,China,High School,High_school,3,Accepted,2020
3698,XHD-ShanDong-China,Asia,China,High School,High_school,13,Accepted,2020
3560,XHD-Wuhan-China,Asia,China,High School,High_school,18,Accepted,2020
3523,Xiamen_city,Asia,China,High School,High_school,1,Accepted,2020
3331,XJTU-China,Asia,China,,IGEM,2,Accepted,2020
3332,XMU-China,Asia,China,,IGEM,36,Accepted,2020
3398,ZJU-China,Asia,China,,IGEM,15,Accepted,2020
3406,ZJUT_China_B,Asia,China,Diagnostics(P),IGEM,24,Accepted,2020
